Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Electrical,Enclosed Porch,Fence,Fireplace Qu,Fireplaces,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Kitchen AbvGr,Kitchen Qual,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Shape,Low Qual Fin SF,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Screen Porch,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,abnormal_sale,air_cond,build_type_1Fam,build_type_2Fam,build_type_Twnhs,found_BrkTil,found_CBlock,found_PConc,has 2nd Flr,has Bsmt,has Fireplace,has Garage,has Pool,has Porch,major_street,new_home,nhood_Blmngtn,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NPkVill,nhood_NWAmes,nhood_Names,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,park,partial_sale,railway,recently_built,recently_remodeled,remodeled,years_since_built,years_since_remodeled,SalePrice,SalePrice (box-cox-0)
38,528112020,1704.0,7.440733707389261,0.0,0.0,3,TA,No,1,0,Ex,486.0,1218.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,772.0,3,TA,RFn,TA,1704.0,7.440733707389261,0,1,Gd,Gtl,11478.0,15.467518015175763,Reg,0.0,200.0,0.0,5,50.0,5,8,Y,0.0,NA,0.0,7,3.0,1704.0,50.0,3408.0,20.43723613363101,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,306000.0,12.631340380934517
39,528120060,1940.0,7.570443252057374,0.0,0.0,3,TA,Av,1,0,Ex,284.0,1646.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,606.0,3,TA,Fin,TA,1940.0,7.570443252057374,1,1,Ex,Gtl,10159.0,15.158520390725503,IR1,0.0,450.0,0.0,4,95.0,5,9,Y,0.0,NA,0.0,8,3.5,1930.0,263.0,3870.0,21.092290032587243,AllPub,168.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,395192.0,12.88712700173598
40,528120090,1544.0,7.342131730584722,0.0,0.0,3,TA,No,0,0,Gd,1544.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,868.0,3,TA,RFn,TA,1544.0,7.342131730584722,0,1,Gd,Gtl,12883.0,15.763312457893193,IR1,0.0,256.0,0.0,6,35.0,5,8,Y,0.0,NA,0.0,7,2.0,1544.0,35.0,3088.0,19.94051762038535,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,290941.0,12.58087577645635
41,528120100,1541.0,7.340186835320115,0.0,0.0,3,TA,Mn,0,0,Gd,340.0,1201.0,0.0,BLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,532.0,2,TA,RFn,TA,1541.0,7.340186835320115,0,1,Gd,Gtl,12182.0,15.61957137240543,Reg,0.0,226.0,0.0,5,70.0,5,7,Y,0.0,NA,0.0,7,2.0,1541.0,70.0,3082.0,19.930818168026203,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,5,220000.0,12.301382825334498
42,528120120,1698.0,7.437206366871292,0.0,0.0,3,TA,No,0,0,Ex,1588.0,110.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,730.0,3,TA,Fin,TA,1698.0,7.437206366871292,0,1,Ex,Gtl,11520.0,15.476821713860657,Reg,0.0,615.0,0.0,6,74.0,5,9,Y,0.0,NA,0.0,7,2.0,1698.0,266.0,3396.0,20.41929730327546,AllPub,192.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,5,275000.0,12.524526376648708
43,528138020,1822.0,7.507690077819904,0.0,0.0,3,TA,No,0,0,Ex,1794.0,28.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,678.0,3,TA,RFn,TA,1822.0,7.507690077819904,0,1,Ex,Gtl,14122.0,16.00097422213665,IR1,0.0,240.0,0.0,2,119.0,5,8,Y,0.0,NA,0.0,8,2.0,1822.0,119.0,3644.0,20.780164131445446,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,259000.0,12.464583340681674
44,528138060,1535.0,7.336285660021297,0.0,0.0,3,TA,No,0,0,Gd,1515.0,2.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,532.0,2,TA,RFn,TA,1535.0,7.336285660021297,0,1,Gd,Gtl,10171.0,15.161490583549492,IR1,0.0,168.0,0.0,3,0.0,5,7,Y,0.0,NA,0.0,7,2.0,1517.0,0.0,3052.0,19.88209306937095,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,6,214000.0,12.273731294003989
45,528150070,2364.0,7.768110378525988,0.0,0.0,2,TA,Gd,1,0,Ex,142.0,2188.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,2,2,Typ,820.0,3,TA,Fin,TA,2364.0,7.768110378525988,1,1,Ex,Gtl,12919.0,15.770502670033402,IR1,0.0,760.0,0.0,3,67.0,5,9,Y,0.0,NA,0.0,11,3.5,2330.0,67.0,4694.0,22.119309117148255,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,611657.0,13.323926946863102
46,528175010,1358.0,7.213768308118642,0.0,0.0,2,TA,Mn,1,0,Gd,625.0,733.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,484.0,2,TA,RFn,TA,1358.0,7.213768308118642,0,1,Gd,Gtl,6371.0,14.011581229955867,IR1,0.0,128.0,0.0,6,35.0,5,7,Y,0.0,NA,0.0,6,3.0,1358.0,227.0,2716.0,19.30837667717567,AllPub,192.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,224000.0,12.319401330837177
47,528176010,2696.0,7.899524472032198,0.0,0.0,3,TA,Gd,1,0,Ex,1473.0,1373.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,2,2,Typ,958.0,3,TA,Fin,TA,2696.0,7.899524472032198,1,1,Ex,Mod,14300.0,16.03356259536506,Reg,0.0,1095.0,0.0,6,150.0,5,9,Y,0.0,NA,0.0,10,3.5,2846.0,370.0,5542.0,23.03517740444469,AllPub,220.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,6,500000.0,13.122363377404328
48,528176070,1687.0,7.430707082545968,563.0,0.0,3,TA,Gd,1,0,Gd,1093.0,578.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Ex,1,2,Typ,756.0,3,TA,Fin,TA,2250.0,7.718685495198466,1,1,Gd,Gtl,13650.0,15.912735682863541,Reg,0.0,232.0,0.0,6,130.0,5,8,Y,0.0,NA,0.0,7,3.5,1671.0,368.0,3921.0,21.160700739086423,AllPub,238.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,320000.0,12.676076274775909
49,528180070,1752.0,7.468513271496337,0.0,0.0,2,TA,No,1,0,Ex,1296.0,456.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,576.0,2,TA,RFn,TA,1752.0,7.468513271496337,0,1,Ex,Gtl,7658.0,14.457470378275795,Reg,0.0,412.0,0.0,2,82.0,5,9,Y,0.0,NA,0.0,6,3.0,1752.0,278.0,3504.0,20.578956528532874,AllPub,196.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,319900.0,12.675763725937609
50,528181050,1370.0,7.222566018822171,0.0,0.0,2,TA,Mn,0,0,Gd,1346.0,24.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,484.0,2,TA,RFn,TA,1370.0,7.222566018822171,0,1,Gd,Gtl,7132.0,14.284050841622351,IR1,0.0,178.0,0.0,4,49.0,5,8,Y,0.0,NA,0.0,6,2.0,1370.0,169.0,2740.0,19.35118594161896,AllPub,120.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,205000.0,12.230765258120545
51,528188120,764.0,6.638567789166521,862.0,0.0,2,TA,No,0,0,Gd,764.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,474.0,2,TA,RFn,TA,1626.0,7.3938782901077555,1,1,Gd,Gtl,2628.0,11.97670285122092,Reg,0.0,106.0,0.0,6,27.0,5,7,Y,0.0,NA,0.0,6,2.5,764.0,27.0,2390.0,18.694611073453874,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,175500.0,12.075394321888057
52,528218150,1324.0,7.188412736496954,0.0,0.0,3,TA,No,0,0,Gd,1324.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,430.0,2,TA,Fin,TA,1324.0,7.188412736496954,0,1,Gd,Gtl,18494.0,16.711795754590288,IR1,0.0,0.0,0.0,1,23.0,5,6,Y,0.0,NA,0.0,6,2.0,1324.0,59.0,2648.0,19.185418151878178,AllPub,36.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,199500.0,12.203569515312056
53,528228285,1145.0,7.0431599159883405,0.0,0.0,2,TA,Av,0,0,Gd,1129.0,16.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,437.0,2,TA,Fin,TA,1145.0,7.0431599159883405,0,1,Gd,Gtl,3203.0,12.415874882313899,Reg,0.0,14.0,0.0,1,116.0,5,7,Y,0.0,NA,0.0,6,2.0,1145.0,216.0,2290.0,18.492925464038,AllPub,100.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,160000.0,11.982929094215963
54,528228440,1269.0,7.1459844677143876,0.0,0.0,2,TA,No,0,0,Gd,1232.0,24.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,430.0,2,TA,Fin,TA,1269.0,7.1459844677143876,0,1,Gd,Gtl,3182.0,12.40113470125019,Reg,0.0,16.0,0.0,4,20.0,5,8,Y,0.0,NA,144.0,6,2.0,1256.0,310.0,2525.0,18.956439988890676,AllPub,146.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,5,192000.0,12.165250651009918
55,528231020,744.0,6.612041034833092,630.0,0.0,3,TA,No,1,0,Gd,58.0,326.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,400.0,2,TA,Fin,TA,1374.0,7.2254814727822945,1,1,Gd,Gtl,13300.0,15.84551343584871,IR1,0.0,0.0,0.0,6,0.0,5,7,Y,0.0,NA,0.0,7,3.5,384.0,100.0,1758.0,17.283006064949745,AllPub,100.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,6,184500.0,12.125404742462718
57,528240130,847.0,6.741700694652055,886.0,0.0,3,TA,No,0,0,Gd,847.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,433.0,2,TA,Fin,TA,1733.0,7.457609289715606,1,1,Gd,Gtl,8577.0,14.736231744953828,IR1,0.0,0.0,0.0,4,48.0,5,7,Y,0.0,NA,0.0,7,2.5,847.0,192.0,2580.0,19.059907067724524,AllPub,144.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,6,185088.0,12.128586666638327
58,528250100,774.0,6.651571873589727,656.0,0.0,3,TA,No,0,0,Gd,134.0,250.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,400.0,2,TA,Fin,TA,1430.0,7.265429723253953,1,1,TA,Gtl,7750.0,14.486694912184536,IR1,0.0,0.0,0.0,4,0.0,5,7,Y,0.0,NA,0.0,7,2.5,384.0,180.0,1814.0,17.423193304532102,AllPub,180.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,10,180000.0,12.100712129872347
59,528292020,884.0,6.784457062637643,1151.0,0.0,3,TA,No,0,0,Gd,884.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,434.0,2,TA,Fin,TA,2035.0,7.618251097876695,1,1,Gd,Gtl,9505.0,14.99166622979573,IR1,0.0,180.0,0.0,5,48.0,5,7,Y,0.0,NA,0.0,8,2.5,884.0,192.0,2919.0,19.66134866438089,AllPub,144.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,222500.0,12.312682380588432
60,528328100,1422.0,7.259819610363186,1177.0,0.0,4,TA,No,0,0,Gd,1393.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,TA,1,2,Typ,779.0,3,TA,Fin,TA,2599.0,7.8628820346414905,1,1,Gd,Gtl,14774.0,16.11859489658367,IR1,0.0,165.0,0.0,5,30.0,5,9,Y,0.0,NA,0.0,10,2.5,1393.0,698.0,3992.0,21.254763517831076,AllPub,668.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,333168.0,12.716402146247475
61,528344070,1645.0,7.405495663199472,830.0,0.0,4,TA,No,0,0,Ex,1629.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,TA,1,2,Typ,962.0,3,TA,Fin,TA,2475.0,7.813995675002791,1,1,Gd,Gtl,17433.0,16.554444028936945,IR2,0.0,114.0,0.0,1,172.0,5,8,Y,0.0,NA,256.0,7,2.5,1629.0,451.0,4104.0,21.400458826798623,AllPub,23.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,355000.0,12.779873068457553
62,528358010,1720.0,7.450079569807499,0.0,0.0,3,TA,No,1,0,Gd,801.0,919.0,0.0,GLQ,Unf,SBrkr,154.0,NA,TA,1,2,Typ,527.0,2,TA,Fin,TA,1720.0,7.450079569807499,0,1,Gd,Gtl,10593.0,15.263987467553601,IR1,0.0,338.0,0.0,3,56.0,5,7,Y,0.0,NA,0.0,7,3.0,1720.0,450.0,3440.0,20.484827179552635,AllPub,240.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,260400.0,12.46997418931655
63,528363130,1500.0,7.313220387090301,1122.0,0.0,3,TA,Av,1,0,Ex,431.0,1032.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,2,2,Typ,712.0,2,TA,RFn,TA,2622.0,7.871692664323645,1,1,Gd,Gtl,12256.0,15.635091695441798,IR1,0.0,362.0,0.0,4,32.0,5,8,Y,0.0,NA,0.0,9,3.5,1463.0,218.0,4085.0,21.375968563083937,AllPub,186.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,15,325000.0,12.691580461311874
64,528382020,1164.0,7.059617628291383,1106.0,0.0,4,TA,No,0,0,Gd,628.0,524.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,671.0,3,TA,Fin,TA,2270.0,7.727535110475448,1,1,Gd,Gtl,11764.0,15.530275513792938,IR1,0.0,348.0,0.0,4,57.0,7,8,Y,0.0,NA,0.0,9,2.5,1152.0,189.0,3422.0,20.458101014394877,AllPub,132.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,290000.0,12.577636201962656
65,528382030,1195.0,7.085901464365611,644.0,0.0,4,TA,No,0,0,Gd,1195.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,486.0,2,TA,Fin,TA,1839.0,7.516977224604321,1,1,TA,Gtl,16770.0,16.45168280706486,IR2,0.0,30.0,0.0,6,81.0,5,7,Y,0.0,NA,0.0,7,2.5,1195.0,81.0,3034.0,19.85267380188508,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,221000.0,12.30591798049989
66,528386040,2053.0,7.627057417018934,1185.0,0.0,4,TA,Av,1,0,Gd,1217.0,816.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Ex,1,2,Typ,666.0,3,TA,Fin,TA,3238.0,8.08271113423758,1,1,Gd,Gtl,14720.0,16.109032629660796,IR1,0.0,579.0,0.0,3,86.0,5,8,Y,0.0,NA,0.0,9,3.5,2033.0,369.0,5271.0,22.755471385569958,AllPub,283.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,410000.0,12.92391243868049
68,528456160,1218.0,7.1049654482698426,0.0,0.0,2,TA,No,0,0,Gd,1218.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,676.0,2,TA,RFn,TA,1218.0,7.1049654482698426,0,1,Gd,Gtl,9215.0,14.914348438193485,Reg,0.0,0.0,0.0,4,136.0,5,7,Y,0.0,NA,0.0,4,2.0,1218.0,136.0,2436.0,18.785126258626725,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,204500.0,12.228323254464993
69,528458070,764.0,6.638567789166521,783.0,0.0,3,TA,Mn,0,0,Gd,732.0,24.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,614.0,2,TA,Unf,TA,1547.0,7.344072850573066,1,1,Gd,Gtl,8640.0,14.754341287137516,Reg,0.0,0.0,0.0,6,45.0,5,7,Y,0.0,NA,0.0,7,2.5,756.0,214.0,2303.0,18.519538292062744,AllPub,169.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,215200.0,12.279323107269766
70,528458110,1566.0,7.356279876550748,0.0,0.0,3,TA,Av,1,0,Gd,488.0,1078.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,750.0,2,TA,RFn,TA,1566.0,7.356279876550748,0,1,Gd,Gtl,9000.0,14.855599984056148,Reg,0.0,36.0,0.0,4,168.0,5,8,Y,0.0,NA,0.0,7,3.0,1566.0,312.0,3132.0,20.0111899782662,AllPub,144.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,262500.0,12.478006361013815
71,528477080,991.0,6.898714534329988,956.0,0.0,3,TA,No,0,0,Gd,769.0,222.0,0.0,GLQ,Unf,SBrkr,0.0,GdWo,Gd,1,2,Typ,678.0,2,TA,RFn,TA,1947.0,7.5740450053721995,1,1,Gd,Gtl,12552.0,15.696341365172994,Reg,0.0,0.0,0.0,5,136.0,5,7,Y,0.0,NA,0.0,8,2.5,991.0,136.0,2938.0,19.693369931622666,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,5,254900.0,12.448626590364206
72,528480090,1468.0,7.291656209174461,0.0,0.0,2,TA,No,1,0,Ex,54.0,1414.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,528.0,2,TA,Fin,TA,1468.0,7.291656209174461,0,1,Gd,Gtl,10440.0,15.227258063914375,Reg,0.0,0.0,0.0,5,102.0,5,6,Y,0.0,NA,216.0,6,3.0,1468.0,318.0,2936.0,19.69000708662095,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,5,271500.0,12.511717418356127
73,531367050,956.0,6.862757913051401,1128.0,0.0,4,TA,No,1,0,Gd,300.0,656.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,618.0,2,TA,RFn,TA,2084.0,7.642044402873258,1,1,Gd,Gtl,10142.0,15.154307207793124,IR1,0.0,0.0,0.0,1,45.0,5,7,Y,0.0,NA,0.0,8,3.5,956.0,45.0,3040.0,19.862495702121024,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,6,233000.0,12.358793732547838
74,531369060,831.0,6.7226297948554485,828.0,0.0,3,TA,Av,0,0,Gd,831.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,484.0,2,TA,RFn,TA,1659.0,7.413970290190444,1,1,Gd,Gtl,11920.0,15.563930345044627,Reg,0.0,122.0,0.0,4,68.0,5,7,Y,0.0,NA,0.0,8,2.5,831.0,212.0,2490.0,18.88965476782098,AllPub,144.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,6,181000.0,12.106252310247962
75,531380080,1222.0,7.108244139731541,888.0,0.0,3,TA,No,1,0,Gd,253.0,695.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Fa,2,2,Typ,463.0,2,TA,RFn,TA,2110.0,7.6544432264701125,1,1,Gd,Gtl,8880.0,14.822258643741373,IR1,0.0,0.0,0.0,5,130.0,5,7,Y,0.0,NA,0.0,8,3.5,948.0,130.0,3058.0,19.891868645883147,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,16,8,205000.0,12.230765258120545
76,531451110,923.0,6.827629234502852,0.0,0.0,2,TA,No,0,0,Gd,261.0,543.0,119.0,BLQ,BLQ,SBrkr,0.0,NA,TA,1,2,Typ,264.0,1,TA,RFn,TA,923.0,6.827629234502852,0,1,TA,Gtl,8012.0,14.568242721592641,Reg,0.0,0.0,0.0,5,0.0,5,6,Y,0.0,NA,0.0,5,2.0,923.0,80.0,1846.0,17.501752508563683,AllPub,80.0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,143000.0,11.870599909242044
77,531451280,1055.0,6.961296045910167,790.0,0.0,3,TA,No,0,0,Gd,1055.0,0.0,0.0,Unf,Unf,SBrkr,0.0,GdPrv,TA,1,2,Typ,462.0,2,TA,RFn,TA,1845.0,7.520234556474628,1,1,Gd,Gtl,11218.0,15.409232290851822,Reg,0.0,0.0,400.0,5,104.0,5,6,Y,0.0,NA,0.0,8,2.5,1055.0,739.0,2900.0,19.62916021743735,AllPub,635.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,189000.0,12.14950229404178
