Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice
45,528150070,2364.0,0.0,0,NA,2,1Fam,TA,Gd,1,0,Ex,142.0,2188.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,820.0,3,TA,Fin,TA,Attchd,2364.0,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12919.0,Inside,IR1,0.0,020,RL,760.0,Stone,NA,0.0,3,NridgHt,67.0,5,9,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,11,2330.0,AllPub,0.0,2009,2010,2010,611657
46,528175010,1358.0,0.0,0,NA,2,TwnhsE,TA,Mn,1,0,Gd,625.0,733.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,484.0,2,TA,RFn,TA,Attchd,1358.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6371.0,Inside,IR1,0.0,120,RL,128.0,Stone,NA,0.0,6,NridgHt,35.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,6,1358.0,AllPub,192.0,2009,2010,2010,224000
47,528176010,2696.0,0.0,0,NA,3,1Fam,TA,Gd,1,0,Ex,1473.0,1373.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,958.0,3,TA,Fin,TA,Attchd,2696.0,1,GasA,Ex,1Story,1,Ex,HLS,Mod,14300.0,Inside,Reg,0.0,020,RL,1095.0,BrkFace,NA,0.0,6,NridgHt,150.0,5,9,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,10,2846.0,AllPub,220.0,2003,2004,2010,500000
48,528176070,1687.0,563.0,0,NA,3,1Fam,TA,Gd,1,0,Gd,1093.0,578.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,756.0,3,TA,Fin,TA,Attchd,2250.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13650.0,Corner,Reg,0.0,060,RL,232.0,BrkFace,NA,0.0,6,NridgHt,130.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1671.0,AllPub,238.0,2002,2002,2010,320000
49,528180070,1752.0,0.0,0,NA,2,TwnhsE,TA,No,1,0,Ex,1296.0,456.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,MetalSd,MetalSd,NA,Gd,1,PConc,2,Typ,576.0,2,TA,RFn,TA,Attchd,1752.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7658.0,Inside,Reg,0.0,120,RL,412.0,BrkFace,NA,0.0,2,NridgHt,82.0,5,9,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,1752.0,AllPub,196.0,2005,2005,2010,319900
50,528181050,1370.0,0.0,0,NA,2,TwnhsE,TA,Mn,0,0,Gd,1346.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,484.0,2,TA,RFn,TA,Attchd,1370.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7132.0,Inside,IR1,0.0,120,RL,178.0,Stone,NA,0.0,4,NridgHt,49.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1370.0,AllPub,120.0,2006,2006,2010,205000
51,528188120,764.0,862.0,0,NA,2,TwnhsI,TA,No,0,0,Gd,764.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,WdShing,NA,NA,0,PConc,2,Typ,474.0,2,TA,RFn,TA,BuiltIn,1626.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2628.0,Inside,Reg,0.0,160,RL,106.0,Stone,NA,0.0,6,NridgHt,27.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,764.0,AllPub,0.0,2003,2003,2010,175500
52,528218150,1324.0,0.0,0,NA,3,1Fam,TA,No,0,0,Gd,1324.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,430.0,2,TA,Fin,TA,Attchd,1324.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,18494.0,Corner,IR1,0.0,020,RL,0.0,None,NA,0.0,1,Gilbert,23.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1324.0,AllPub,36.0,2005,2005,2010,199500
53,528228285,1145.0,0.0,0,NA,2,TwnhsE,TA,Av,0,0,Gd,1129.0,16.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,437.0,2,TA,Fin,TA,Attchd,1145.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3203.0,Inside,Reg,0.0,120,RL,14.0,BrkFace,NA,0.0,1,Blmngtn,116.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1145.0,AllPub,100.0,2006,2006,2010,160000
54,528228440,1269.0,0.0,0,NA,2,TwnhsE,TA,No,0,0,Gd,1232.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,430.0,2,TA,Fin,TA,Attchd,1269.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3182.0,Inside,Reg,0.0,120,RL,16.0,BrkFace,NA,0.0,4,Blmngtn,20.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,144.0,Pave,6,1256.0,AllPub,146.0,2004,2005,2010,192000
55,528231020,744.0,630.0,0,NA,3,1Fam,TA,No,1,0,Gd,58.0,326.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,400.0,2,TA,Fin,TA,BuiltIn,1374.0,1,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,13300.0,Inside,IR1,0.0,080,RL,0.0,None,NA,0.0,6,Gilbert,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,384.0,AllPub,100.0,2004,2004,2010,184500
57,528240130,847.0,886.0,0,NA,3,1Fam,TA,No,0,0,Gd,847.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,433.0,2,TA,Fin,TA,BuiltIn,1733.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8577.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,4,Gilbert,48.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,847.0,AllPub,144.0,2004,2004,2010,185088
58,528250100,774.0,656.0,0,NA,3,1Fam,TA,No,0,0,Gd,134.0,250.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,400.0,2,TA,Fin,TA,BuiltIn,1430.0,1,GasA,Ex,SLvl,1,TA,Lvl,Gtl,7750.0,Inside,IR1,0.0,080,RL,0.0,None,NA,0.0,4,Gilbert,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,384.0,AllPub,180.0,2000,2000,2010,180000
59,528292020,884.0,1151.0,0,NA,3,1Fam,TA,No,0,0,Gd,884.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,434.0,2,TA,Fin,TA,BuiltIn,2035.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9505.0,CulDSac,IR1,0.0,060,RL,180.0,BrkFace,NA,0.0,5,Gilbert,48.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,884.0,AllPub,144.0,2001,2001,2010,222500
60,528328100,1422.0,1177.0,0,NA,4,1Fam,TA,No,0,0,Gd,1393.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,779.0,3,TA,Fin,TA,BuiltIn,2599.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14774.0,Corner,IR1,0.0,060,RL,165.0,BrkFace,NA,0.0,5,NoRidge,30.0,5,9,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,10,1393.0,AllPub,668.0,1999,1999,2010,333168
61,528344070,1645.0,830.0,0,NA,4,1Fam,TA,No,0,0,Ex,1629.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,962.0,3,TA,Fin,TA,Attchd,2475.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,17433.0,CulDSac,IR2,0.0,060,RL,114.0,BrkFace,NA,0.0,1,NoRidge,172.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,256.0,Pave,7,1629.0,AllPub,23.0,1998,1998,2010,355000
62,528358010,1720.0,0.0,0,NA,3,1Fam,TA,No,1,0,Gd,801.0,919.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,154.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,527.0,2,TA,Fin,TA,Attchd,1720.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10593.0,Inside,IR1,0.0,020,RL,338.0,BrkFace,NA,0.0,3,NoRidge,56.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,1720.0,AllPub,240.0,1996,1996,2010,260400
63,528363130,1500.0,1122.0,0,NA,3,1Fam,TA,Av,1,0,Ex,431.0,1032.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,2,PConc,2,Typ,712.0,2,TA,RFn,TA,Attchd,2622.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12256.0,Corner,IR1,0.0,060,RL,362.0,BrkFace,NA,0.0,4,NoRidge,32.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,1463.0,AllPub,186.0,1994,1995,2010,325000
64,528382020,1164.0,1106.0,0,NA,4,1Fam,TA,No,0,0,Gd,628.0,524.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,671.0,3,TA,Fin,TA,Attchd,2270.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11764.0,CulDSac,IR1,0.0,060,RL,348.0,BrkFace,NA,0.0,4,NoRidge,57.0,7,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,1152.0,AllPub,132.0,1999,2007,2010,290000
65,528382030,1195.0,644.0,0,NA,4,1Fam,TA,No,0,0,Gd,1195.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,486.0,2,TA,Fin,TA,Attchd,1839.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,16770.0,CulDSac,IR2,0.0,060,RL,30.0,BrkFace,NA,0.0,6,NoRidge,81.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1195.0,AllPub,0.0,1998,1998,2010,221000
66,528386040,2053.0,1185.0,0,NA,4,1Fam,TA,Av,1,0,Gd,1217.0,816.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,666.0,3,TA,Fin,TA,Attchd,3238.0,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,14720.0,CulDSac,IR1,0.0,050,RL,579.0,BrkFace,NA,0.0,3,NoRidge,86.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,9,2033.0,AllPub,283.0,1995,1996,2010,410000
68,528456160,1218.0,0.0,0,NA,2,1Fam,TA,No,0,0,Gd,1218.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,676.0,2,TA,RFn,TA,Attchd,1218.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9215.0,Inside,Reg,0.0,020,FV,0.0,None,NA,0.0,4,Somerst,136.0,5,7,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,4,1218.0,AllPub,0.0,2009,2010,2010,204500
69,528458070,764.0,783.0,0,NA,3,1Fam,TA,Mn,0,0,Gd,732.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,614.0,2,TA,Unf,TA,Attchd,1547.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8640.0,Inside,Reg,0.0,060,FV,0.0,None,NA,0.0,6,Somerst,45.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,Con,0.0,Pave,7,756.0,AllPub,169.0,2009,2009,2010,215200
70,528458110,1566.0,0.0,0,NA,3,1Fam,TA,Av,1,0,Gd,488.0,1078.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,750.0,2,TA,RFn,TA,Attchd,1566.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9000.0,Inside,Reg,0.0,020,FV,36.0,Stone,NA,0.0,4,Somerst,168.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1566.0,AllPub,144.0,2008,2008,2010,262500
71,528477080,991.0,956.0,0,NA,3,1Fam,TA,No,0,0,Gd,769.0,222.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,GdWo,Gd,1,PConc,2,Typ,678.0,2,TA,RFn,TA,Attchd,1947.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12552.0,Corner,Reg,0.0,060,FV,0.0,None,NA,0.0,5,Somerst,136.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,991.0,AllPub,0.0,2004,2005,2010,254900
72,528480090,1468.0,0.0,0,NA,2,1Fam,TA,No,1,0,Ex,54.0,1414.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,528.0,2,TA,Fin,TA,Attchd,1468.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10440.0,Corner,Reg,0.0,020,FV,0.0,None,NA,0.0,5,Somerst,102.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,216.0,Pave,6,1468.0,AllPub,0.0,2005,2005,2010,271500
73,531367050,956.0,1128.0,0,NA,4,1Fam,TA,No,1,0,Gd,300.0,656.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,618.0,2,TA,RFn,TA,BuiltIn,2084.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10142.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,1,SawyerW,45.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,956.0,AllPub,0.0,2004,2004,2010,233000
74,531369060,831.0,828.0,0,NA,3,1Fam,TA,Av,0,0,Gd,831.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,484.0,2,TA,RFn,TA,Attchd,1659.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11920.0,Inside,Reg,0.0,060,RL,122.0,BrkFace,NA,0.0,4,SawyerW,68.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,831.0,AllPub,144.0,2004,2004,2010,181000
75,531380080,1222.0,888.0,0,NA,3,1Fam,TA,No,1,0,Gd,253.0,695.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Fa,2,PConc,2,Typ,463.0,2,TA,RFn,TA,Attchd,2110.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8880.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,5,SawyerW,130.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,948.0,AllPub,0.0,1994,2002,2010,205000
76,531451110,923.0,0.0,0,NA,2,TwnhsE,TA,No,0,0,Gd,261.0,543.0,119.0,BLQ,BLQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,264.0,1,TA,RFn,TA,Attchd,923.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8012.0,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,5,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,923.0,AllPub,80.0,1980,1980,2010,143000
77,531451280,1055.0,790.0,0,NA,3,1Fam,TA,No,0,0,Gd,1055.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,1,PConc,2,Typ,462.0,2,TA,RFn,TA,Attchd,1845.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11218.0,Inside,Reg,0.0,060,RL,0.0,None,Shed,400.0,5,SawyerW,104.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1055.0,AllPub,635.0,1992,1992,2010,189000
78,531452020,918.0,0.0,0,NA,2,TwnhsE,TA,No,0,0,Gd,918.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,264.0,1,TA,Unf,TA,Attchd,918.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7892.0,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,4,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,918.0,AllPub,28.0,1979,1979,2010,99500
79,531452050,752.0,0.0,0,NA,2,TwnhsE,TA,No,1,0,Gd,0.0,623.0,121.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,MnPrv,NA,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Attchd,752.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7175.0,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,2,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,90.0,Pave,4,744.0,AllPub,353.0,1984,1984,2010,125000
80,531452180,1014.0,730.0,238,NA,3,1Fam,TA,No,0,0,Gd,594.0,402.0,0.0,BLQ,Unf,Y,RRNe,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,NA,0,PConc,2,Typ,457.0,2,TA,RFn,TA,Attchd,1744.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9453.0,CulDSac,IR1,0.0,060,RL,0.0,None,NA,0.0,2,SawyerW,70.0,7,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,996.0,AllPub,370.0,1993,2003,2010,194500
81,531453010,1097.0,0.0,0,NA,3,1Fam,TA,No,0,0,Gd,702.0,338.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,GdPrv,NA,0,PConc,2,Typ,480.0,2,TA,Unf,TA,Attchd,1097.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9672.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,5,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,1040.0,AllPub,0.0,1984,1985,2010,152000
82,531453040,888.0,676.0,0,NA,3,1Fam,TA,No,0,0,Gd,650.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,476.0,2,TA,Unf,TA,Attchd,1564.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,8400.0,Inside,Reg,0.0,060,RL,130.0,BrkFace,NA,0.0,4,SawyerW,50.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,204.0,Pave,7,650.0,AllPub,0.0,1980,1981,2010,171000
83,531477050,1012.0,0.0,0,NA,2,1Fam,TA,No,0,0,TA,816.0,0.0,0.0,Unf,Unf,N,Feedr,Norm,FuseA,80.0,Fa,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,1,Typ,429.0,1,TA,Unf,TA,Detchd,1012.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9800.0,Corner,Reg,0.0,030,RH,0.0,None,NA,0.0,4,SawyerW,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,816.0,AllPub,121.0,1920,1950,2010,67500
84,532351140,1318.0,584.0,0,NA,4,Duplx,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,RRAe,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,Slab,2,Typ,539.0,2,TA,Unf,TA,Attchd,1902.0,0,GasA,TA,1.5Fin,2,TA,Lvl,Gtl,8930.0,Inside,Reg,0.0,090,RM,0.0,None,NA,0.0,4,Sawyer,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,0.0,AllPub,0.0,1978,1978,2010,112000
85,532354090,1155.0,0.0,0,NA,3,1Fam,TA,Av,1,0,TA,210.0,899.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,Min2,576.0,2,TA,Unf,TA,Detchd,1155.0,0,GasA,TA,SFoyer,1,Gd,Lvl,Gtl,11782.0,Inside,IR1,0.0,085,RL,0.0,None,Shed,400.0,6,Sawyer,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1109.0,AllPub,192.0,1961,1995,2010,148000
86,532376160,894.0,0.0,0,NA,3,1Fam,TA,No,1,0,TA,224.0,553.0,117.0,GLQ,BLQ,Y,RRAe,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,1,Typ,336.0,1,TA,Unf,TA,Detchd,894.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8450.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,4,Sawyer,144.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,894.0,AllPub,416.0,1965,2009,2010,138500
87,532377060,900.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,432.0,450.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,MnPrv,NA,0,CBlock,1,Typ,280.0,1,TA,Unf,TA,Detchd,900.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9819.0,Inside,IR1,0.0,020,RL,31.0,BrkFace,NA,0.0,2,Sawyer,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,882.0,AllPub,0.0,1967,1967,2010,122000
88,532377100,1040.0,0.0,0,NA,3,1Fam,TA,No,1,0,TA,216.0,824.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,220.0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,Typ,308.0,1,TA,Fin,TA,Attchd,1040.0,1,GasA,Fa,1Story,1,TA,Lvl,Gtl,7500.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Sawyer,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1040.0,AllPub,0.0,1963,1963,2010,133000
89,532378110,1040.0,0.0,0,NA,3,1Fam,TA,No,1,0,TA,381.0,659.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,260.0,1,TA,Unf,TA,Detchd,1040.0,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,6897.0,Corner,IR1,0.0,020,RL,0.0,None,NA,0.0,4,Sawyer,104.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1040.0,AllPub,0.0,1962,2010,2010,127000
90,532479070,1494.0,0.0,0,NA,3,1Fam,TA,Gd,1,0,TA,223.0,126.0,859.0,BLQ,GLQ,Y,RRNe,Norm,SBrkr,186.0,Gd,TA,Plywood,Plywood,GdPrv,Fa,2,CBlock,2,Typ,461.0,2,TA,Fin,TA,Attchd,1494.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,15410.0,CulDSac,IR1,0.0,020,RL,250.0,BrkCmn,NA,0.0,4,Sawyer,0.0,6,6,Y,0.0,NA,CompShg,Hip,Abnorml,WD,0.0,Pave,7,1208.0,AllPub,296.0,1974,2002,2010,169000
91,533130020,1061.0,862.0,0,NA,3,1Fam,TA,No,1,0,Gd,76.0,674.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,564.0,2,TA,RFn,TA,Attchd,1923.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10186.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,6,NoRidge,39.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,750.0,AllPub,240.0,1992,1992,2010,190000
92,533130130,1251.0,1098.0,0,NA,4,1Fam,TA,No,1,0,Gd,0.0,250.0,981.0,LwQ,GLQ,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,ImStucc,NA,TA,1,PConc,2,Typ,762.0,3,TA,RFn,TA,Attchd,2349.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13143.0,Inside,IR1,0.0,060,RL,504.0,BrkFace,NA,0.0,6,NoRidge,130.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,1231.0,AllPub,32.0,1993,1993,2010,362500
