Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Mo Sold (box-cox-1.0),Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,TotRms AbvGrd (box-cox-0.0),Total Bath,Total Bath (box-cox-0.5),Total Bsmt SF,Total Porch SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0.0)
44,528138060,1535.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1515.0,2.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,532.0,2,3,2,3,Attchd,1535.0,0,GasA,4,1Story,1,3,Lvl,2,10171.0,Inside,2,0.0,020,RL,168.0,BrkFace,NA,0.0,3,2.0,NridgHt,0.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1517.0,0.0,3,0.0,2004,2004,2010,214000.0,12.273731294003989
45,528150070,2364.0,0.0,0.0,NA,2,1Fam,3,4,1,0,5,142.0,2188.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,4,VinylSd,VinylSd,0,4,2,PConc,2,7,820.0,3,3,3,3,Attchd,2364.0,1,GasA,4,1Story,1,4,Lvl,2,12919.0,Inside,2,0.0,020,RL,760.0,Stone,NA,0.0,3,2.0,NridgHt,67.0,4,8,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,11,2.3978952727983707,3.5,1.7416573867739413,2330.0,67.0,3,0.0,2009,2010,2010,611657.0,13.323926946863102
46,528175010,1358.0,0.0,0.0,NA,2,TwnhsE,3,2,1,0,4,625.0,733.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,484.0,2,3,2,3,Attchd,1358.0,0,GasA,4,1Story,1,3,Lvl,2,6371.0,Inside,2,0.0,120,RL,128.0,Stone,NA,0.0,6,5.0,NridgHt,35.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1358.0,227.0,3,192.0,2009,2010,2010,224000.0,12.319401330837177
47,528176010,2696.0,0.0,0.0,NA,3,1Fam,3,4,1,0,5,1473.0,1373.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,4,VinylSd,VinylSd,0,4,2,PConc,2,7,958.0,3,3,3,3,Attchd,2696.0,1,GasA,4,1Story,1,4,HLS,1,14300.0,Inside,3,0.0,020,RL,1095.0,BrkFace,NA,0.0,6,5.0,NridgHt,150.0,4,8,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,10,2.302585092994046,3.5,1.7416573867739413,2846.0,370.0,3,220.0,2003,2004,2010,500000.0,13.122363377404328
48,528176070,1687.0,563.0,0.0,NA,3,1Fam,3,4,1,0,4,1093.0,578.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,5,1,PConc,2,7,756.0,3,3,3,3,Attchd,2250.0,1,GasA,4,2Story,1,3,Lvl,2,13650.0,Corner,3,0.0,060,RL,232.0,BrkFace,NA,0.0,6,5.0,NridgHt,130.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,1671.0,368.0,3,238.0,2002,2002,2010,320000.0,12.676076274775909
49,528180070,1752.0,0.0,0.0,NA,2,TwnhsE,3,1,1,0,5,1296.0,456.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,4,MetalSd,MetalSd,0,4,1,PConc,2,7,576.0,2,3,2,3,Attchd,1752.0,0,GasA,4,1Story,1,4,Lvl,2,7658.0,Inside,3,0.0,120,RL,412.0,BrkFace,NA,0.0,2,1.0,NridgHt,82.0,4,8,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1752.0,278.0,3,196.0,2005,2005,2010,319900.0,12.675763725937609
50,528181050,1370.0,0.0,0.0,NA,2,TwnhsE,3,2,0,0,4,1346.0,24.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,484.0,2,3,2,3,Attchd,1370.0,0,GasA,4,1Story,1,3,Lvl,2,7132.0,Inside,2,0.0,120,RL,178.0,Stone,NA,0.0,4,3.0,NridgHt,49.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1370.0,169.0,3,120.0,2006,2006,2010,205000.0,12.230765258120545
51,528188120,764.0,862.0,0.0,NA,2,TwnhsI,3,1,0,0,4,764.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,WdShing,0,0,0,PConc,2,7,474.0,2,3,2,3,BuiltIn,1626.0,1,GasA,4,2Story,1,3,Lvl,2,2628.0,Inside,3,0.0,160,RL,106.0,Stone,NA,0.0,6,5.0,NridgHt,27.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,764.0,27.0,3,0.0,2003,2003,2010,175500.0,12.075394321888057
52,528218150,1324.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1324.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,430.0,2,3,3,3,Attchd,1324.0,0,GasA,4,1Story,1,3,Lvl,2,18494.0,Corner,2,0.0,020,RL,0.0,None,NA,0.0,1,0.0,Gilbert,23.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1324.0,59.0,3,36.0,2005,2005,2010,199500.0,12.203569515312056
53,528228285,1145.0,0.0,0.0,NA,2,TwnhsE,3,3,0,0,4,1129.0,16.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,437.0,2,3,3,3,Attchd,1145.0,0,GasA,4,1Story,1,3,Lvl,2,3203.0,Inside,3,0.0,120,RL,14.0,BrkFace,NA,0.0,1,0.0,Blmngtn,116.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1145.0,216.0,3,100.0,2006,2006,2010,160000.0,11.982929094215963
54,528228440,1269.0,0.0,0.0,NA,2,TwnhsE,3,1,0,0,4,1232.0,24.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,430.0,2,3,3,3,Attchd,1269.0,0,GasA,4,1Story,1,3,Lvl,2,3182.0,Inside,3,0.0,120,RL,16.0,BrkFace,NA,0.0,4,3.0,Blmngtn,20.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,144.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1256.0,310.0,3,146.0,2004,2005,2010,192000.0,12.165250651009918
55,528231020,744.0,630.0,0.0,NA,3,1Fam,3,1,1,0,4,58.0,326.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,400.0,2,3,3,3,BuiltIn,1374.0,1,GasA,4,SLvl,1,3,Lvl,2,13300.0,Inside,2,0.0,080,RL,0.0,None,NA,0.0,6,5.0,Gilbert,0.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,384.0,100.0,3,100.0,2004,2004,2010,184500.0,12.125404742462718
57,528240130,847.0,886.0,0.0,NA,3,1Fam,3,1,0,0,4,847.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,433.0,2,3,3,3,BuiltIn,1733.0,1,GasA,4,2Story,1,3,Lvl,2,8577.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,4,3.0,Gilbert,48.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,847.0,192.0,3,144.0,2004,2004,2010,185088.0,12.128586666638327
58,528250100,774.0,656.0,0.0,NA,3,1Fam,3,1,0,0,4,134.0,250.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,400.0,2,3,3,3,BuiltIn,1430.0,1,GasA,4,SLvl,1,2,Lvl,2,7750.0,Inside,2,0.0,080,RL,0.0,None,NA,0.0,4,3.0,Gilbert,0.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,384.0,180.0,3,180.0,2000,2000,2010,180000.0,12.100712129872347
59,528292020,884.0,1151.0,0.0,NA,3,1Fam,3,1,0,0,4,884.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,434.0,2,3,3,3,BuiltIn,2035.0,1,GasA,4,2Story,1,3,Lvl,2,9505.0,CulDSac,2,0.0,060,RL,180.0,BrkFace,NA,0.0,5,4.0,Gilbert,48.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,884.0,192.0,3,144.0,2001,2001,2010,222500.0,12.312682380588432
60,528328100,1422.0,1177.0,0.0,NA,4,1Fam,3,1,0,0,4,1393.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,779.0,3,3,3,3,BuiltIn,2599.0,1,GasA,4,2Story,1,3,Lvl,2,14774.0,Corner,2,0.0,060,RL,165.0,BrkFace,NA,0.0,5,4.0,NoRidge,30.0,4,8,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,10,2.302585092994046,2.5,1.1622776601683795,1393.0,698.0,3,668.0,1999,1999,2010,333168.0,12.716402146247475
61,528344070,1645.0,830.0,0.0,NA,4,1Fam,3,1,0,0,5,1629.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,962.0,3,3,3,3,Attchd,2475.0,1,GasA,4,2Story,1,3,Lvl,2,17433.0,CulDSac,1,0.0,060,RL,114.0,BrkFace,NA,0.0,1,0.0,NoRidge,172.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,256.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,1629.0,451.0,3,23.0,1998,1998,2010,355000.0,12.779873068457553
62,528358010,1720.0,0.0,0.0,NA,3,1Fam,3,1,1,0,4,801.0,919.0,0.0,6,1,Y,Norm,Norm,4,154.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,527.0,2,3,3,3,Attchd,1720.0,0,GasA,4,1Story,1,3,Lvl,2,10593.0,Inside,2,0.0,020,RL,338.0,BrkFace,NA,0.0,3,2.0,NoRidge,56.0,4,6,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1720.0,450.0,3,240.0,1996,1996,2010,260400.0,12.46997418931655
63,528363130,1500.0,1122.0,0.0,NA,3,1Fam,3,3,1,0,5,431.0,1032.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,HdBoard,HdBoard,0,3,2,PConc,2,7,712.0,2,3,2,3,Attchd,2622.0,1,GasA,4,2Story,1,3,Lvl,2,12256.0,Corner,2,0.0,060,RL,362.0,BrkFace,NA,0.0,4,3.0,NoRidge,32.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,9,2.1972245773362196,3.5,1.7416573867739413,1463.0,218.0,3,186.0,1994,1995,2010,325000.0,12.691580461311874
64,528382020,1164.0,1106.0,0.0,NA,4,1Fam,3,1,0,0,4,628.0,524.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,671.0,3,3,3,3,Attchd,2270.0,1,GasA,4,2Story,1,3,Lvl,2,11764.0,CulDSac,2,0.0,060,RL,348.0,BrkFace,NA,0.0,4,3.0,NoRidge,57.0,6,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,9,2.1972245773362196,2.5,1.1622776601683795,1152.0,189.0,3,132.0,1999,2007,2010,290000.0,12.577636201962656
65,528382030,1195.0,644.0,0.0,NA,4,1Fam,3,1,0,0,4,1195.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,486.0,2,3,3,3,Attchd,1839.0,1,GasA,3,2Story,1,2,Lvl,2,16770.0,CulDSac,1,0.0,060,RL,30.0,BrkFace,NA,0.0,6,5.0,NoRidge,81.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,1195.0,81.0,3,0.0,1998,1998,2010,221000.0,12.30591798049989
66,528386040,2053.0,1185.0,0.0,NA,4,1Fam,3,3,1,0,4,1217.0,816.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,5,1,PConc,2,7,666.0,3,3,3,3,Attchd,3238.0,1,GasA,4,1.5Fin,1,3,Lvl,2,14720.0,CulDSac,2,0.0,050,RL,579.0,BrkFace,NA,0.0,3,2.0,NoRidge,86.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,9,2.1972245773362196,3.5,1.7416573867739413,2033.0,369.0,3,283.0,1995,1996,2010,410000.0,12.92391243868049
68,528456160,1218.0,0.0,0.0,NA,2,1Fam,3,1,0,0,4,1218.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,676.0,2,3,2,3,Attchd,1218.0,0,GasA,4,1Story,1,3,Lvl,2,9215.0,Inside,3,0.0,020,FV,0.0,None,NA,0.0,4,3.0,Somerst,136.0,4,6,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,4,1.3862943611198906,2.0,0.8284271247461903,1218.0,136.0,3,0.0,2009,2010,2010,204500.0,12.228323254464993
69,528458070,764.0,783.0,0.0,NA,3,1Fam,3,2,0,0,4,732.0,24.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,2,7,614.0,2,3,1,3,Attchd,1547.0,1,GasA,4,2Story,1,3,Lvl,2,8640.0,Inside,3,0.0,060,FV,0.0,None,NA,0.0,6,5.0,Somerst,45.0,4,6,2,0.0,0,CompShg,Gable,Normal,Con,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,756.0,214.0,3,169.0,2009,2009,2010,215200.0,12.279323107269766
70,528458110,1566.0,0.0,0.0,NA,3,1Fam,3,3,1,0,4,488.0,1078.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,750.0,2,3,2,3,Attchd,1566.0,0,GasA,4,1Story,1,3,Lvl,2,9000.0,Inside,3,0.0,020,FV,36.0,Stone,NA,0.0,4,3.0,Somerst,168.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1566.0,312.0,3,144.0,2008,2008,2010,262500.0,12.478006361013815
71,528477080,991.0,956.0,0.0,NA,3,1Fam,3,1,0,0,4,769.0,222.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,2,4,1,PConc,2,7,678.0,2,3,2,3,Attchd,1947.0,1,GasA,4,2Story,1,3,Lvl,2,12552.0,Corner,3,0.0,060,FV,0.0,None,NA,0.0,5,4.0,Somerst,136.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,991.0,136.0,3,0.0,2004,2005,2010,254900.0,12.448626590364206
72,528480090,1468.0,0.0,0.0,NA,2,1Fam,3,1,1,0,5,54.0,1414.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,528.0,2,3,3,3,Attchd,1468.0,0,GasA,4,1Story,1,3,Lvl,2,10440.0,Corner,3,0.0,020,FV,0.0,None,NA,0.0,5,4.0,Somerst,102.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,216.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1468.0,318.0,3,0.0,2005,2005,2010,271500.0,12.511717418356127
73,531367050,956.0,1128.0,0.0,NA,4,1Fam,3,1,1,0,4,300.0,656.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,618.0,2,3,2,3,BuiltIn,2084.0,1,GasA,4,2Story,1,3,Lvl,2,10142.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,1,0.0,SawyerW,45.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,3.5,1.7416573867739413,956.0,45.0,3,0.0,2004,2004,2010,233000.0,12.358793732547838
74,531369060,831.0,828.0,0.0,NA,3,1Fam,3,3,0,0,4,831.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,484.0,2,3,2,3,Attchd,1659.0,1,GasA,4,2Story,1,3,Lvl,2,11920.0,Inside,3,0.0,060,RL,122.0,BrkFace,NA,0.0,4,3.0,SawyerW,68.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,831.0,212.0,3,144.0,2004,2004,2010,181000.0,12.106252310247962
75,531380080,1222.0,888.0,0.0,NA,3,1Fam,3,1,1,0,4,253.0,695.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,2,2,PConc,2,7,463.0,2,3,2,3,Attchd,2110.0,1,GasA,4,2Story,1,3,Lvl,2,8880.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,5,4.0,SawyerW,130.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,3.5,1.7416573867739413,948.0,130.0,3,0.0,1994,2002,2010,205000.0,12.230765258120545
76,531451110,923.0,0.0,0.0,NA,2,TwnhsE,3,1,0,0,4,261.0,543.0,119.0,4,4,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,0,3,1,CBlock,2,7,264.0,1,3,2,3,Attchd,923.0,0,GasA,2,1Story,1,2,Lvl,2,8012.0,Inside,3,0.0,120,RL,0.0,None,NA,0.0,5,4.0,SawyerW,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,923.0,80.0,3,80.0,1980,1980,2010,143000.0,11.870599909242044
77,531451280,1055.0,790.0,0.0,NA,3,1Fam,3,1,0,0,4,1055.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,Wd Sdng,Wd Sdng,4,3,1,PConc,2,7,462.0,2,3,2,3,Attchd,1845.0,1,GasA,4,2Story,1,3,Lvl,2,11218.0,Inside,3,0.0,060,RL,0.0,None,Shed,400.0,5,4.0,SawyerW,104.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,1055.0,739.0,3,635.0,1992,1992,2010,189000.0,12.14950229404178
78,531452020,918.0,0.0,0.0,NA,2,TwnhsE,3,1,0,0,4,918.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,0,3,1,CBlock,2,7,264.0,1,3,1,3,Attchd,918.0,0,GasA,2,1Story,1,2,Lvl,2,7892.0,Inside,3,0.0,120,RL,0.0,None,NA,0.0,4,3.0,SawyerW,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,918.0,28.0,3,28.0,1979,1979,2010,99500.0,11.507912923146684
79,531452050,752.0,0.0,0.0,NA,2,TwnhsE,3,1,1,0,4,0.0,623.0,121.0,5,2,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,3,0,0,CBlock,1,7,264.0,1,3,1,3,Attchd,752.0,0,GasA,2,1Story,1,2,Lvl,2,7175.0,Inside,3,0.0,120,RL,0.0,None,NA,0.0,2,1.0,SawyerW,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,90.0,Pave,4,1.3862943611198906,2.0,0.8284271247461903,744.0,443.0,3,353.0,1984,1984,2010,125000.0,11.736069016284437
80,531452180,1014.0,730.0,238.0,NA,3,1Fam,3,1,0,0,4,594.0,402.0,0.0,4,1,Y,RRNe,Norm,4,0.0,2,3,HdBoard,HdBoard,0,0,0,PConc,2,7,457.0,2,3,2,3,Attchd,1744.0,1,GasA,4,2Story,1,3,Lvl,2,9453.0,CulDSac,2,0.0,060,RL,0.0,None,NA,0.0,2,1.0,SawyerW,70.0,6,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,996.0,678.0,3,370.0,1993,2003,2010,194500.0,12.178187442040638
81,531453010,1097.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,702.0,338.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,Plywood,4,0,0,PConc,2,7,480.0,2,3,1,3,Attchd,1097.0,0,GasA,2,1Story,1,2,Lvl,2,9672.0,Corner,3,0.0,020,RL,0.0,None,NA,0.0,5,4.0,SawyerW,0.0,4,5,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1040.0,0.0,3,0.0,1984,1985,2010,152000.0,11.931635799828413
82,531453040,888.0,676.0,0.0,NA,3,1Fam,3,1,0,0,4,650.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,3,3,1,CBlock,2,7,476.0,2,3,1,3,Attchd,1564.0,1,GasA,2,2Story,1,2,Lvl,2,8400.0,Inside,3,0.0,060,RL,130.0,BrkFace,NA,0.0,4,3.0,SawyerW,50.0,5,5,2,0.0,0,CompShg,Gable,Normal,WD,204.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,650.0,254.0,3,0.0,1980,1981,2010,171000.0,12.049418835484797
83,531477050,1012.0,0.0,0.0,NA,2,1Fam,3,1,0,0,3,816.0,0.0,0.0,1,1,N,Feedr,Norm,3,80.0,1,2,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,429.0,1,3,1,3,Detchd,1012.0,0,GasA,2,1Story,1,2,Lvl,2,9800.0,Corner,3,0.0,030,RH,0.0,None,NA,0.0,4,3.0,SawyerW,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,816.0,201.0,3,121.0,1920,1950,2010,67500.0,11.119882876860622
84,532351140,1318.0,584.0,0.0,NA,4,Duplx,0,0,0,0,0,0.0,0.0,0.0,0,0,Y,RRAe,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,Slab,2,7,539.0,2,3,1,3,Attchd,1902.0,0,GasA,2,1.5Fin,2,2,Lvl,2,8930.0,Inside,3,0.0,090,RM,0.0,None,NA,0.0,4,3.0,Sawyer,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.0,0.8284271247461903,0.0,0.0,3,0.0,1978,1978,2010,112000.0,11.626254150277232
85,532354090,1155.0,0.0,0.0,NA,3,1Fam,3,3,1,0,3,210.0,899.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,3,0,0,CBlock,1,5,576.0,2,3,1,3,Detchd,1155.0,0,GasA,2,SFoyer,1,3,Lvl,2,11782.0,Inside,2,0.0,085,RL,0.0,None,Shed,400.0,6,5.0,Sawyer,0.0,6,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1109.0,192.0,3,192.0,1961,1995,2010,148000.0,11.904967552746252
86,532376160,894.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,224.0,553.0,117.0,6,4,Y,RRAe,Norm,4,0.0,3,2,MetalSd,MetalSd,3,4,1,CBlock,1,7,336.0,1,3,1,3,Detchd,894.0,0,GasA,4,1Story,1,2,Lvl,2,8450.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,4,3.0,Sawyer,144.0,7,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,894.0,560.0,3,416.0,1965,2009,2010,138500.0,11.83862560460953
87,532377060,900.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,432.0,450.0,0.0,4,1,Y,Norm,Norm,4,0.0,3,2,MetalSd,MetalSd,3,0,0,CBlock,1,7,280.0,1,3,1,3,Detchd,900.0,0,GasA,2,1Story,1,2,Lvl,2,9819.0,Inside,2,0.0,020,RL,31.0,BrkFace,NA,0.0,2,1.0,Sawyer,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,882.0,0.0,3,0.0,1967,1967,2010,122000.0,11.711776323715394
88,532377100,1040.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,216.0,824.0,0.0,5,1,Y,Feedr,Norm,4,220.0,2,2,HdBoard,HdBoard,3,0,0,CBlock,1,7,308.0,1,3,3,3,Attchd,1040.0,1,GasA,1,1Story,1,2,Lvl,2,7500.0,Corner,3,0.0,020,RL,0.0,None,NA,0.0,6,5.0,Sawyer,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.5,1.1622776601683795,1040.0,220.0,3,0.0,1963,1963,2010,133000.0,11.79810440720389
89,532378110,1040.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,381.0,659.0,0.0,5,1,Y,Norm,Norm,4,0.0,3,2,HdBoard,HdBoard,0,0,0,CBlock,1,7,260.0,1,3,1,3,Detchd,1040.0,1,GasA,4,1Story,1,2,Lvl,2,6897.0,Corner,2,0.0,020,RL,0.0,None,NA,0.0,4,3.0,Sawyer,104.0,7,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,1040.0,104.0,3,0.0,1962,2010,2010,127000.0,11.751942365440728
90,532479070,1494.0,0.0,0.0,NA,3,1Fam,3,4,1,0,3,223.0,126.0,859.0,4,6,Y,RRNe,Norm,4,186.0,3,2,Plywood,Plywood,4,2,2,CBlock,2,7,461.0,2,3,3,3,Attchd,1494.0,0,GasA,4,1Story,1,2,Lvl,2,15410.0,CulDSac,2,0.0,020,RL,250.0,BrkCmn,NA,0.0,4,3.0,Sawyer,0.0,5,5,2,0.0,0,CompShg,Hip,Abnorml,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1208.0,482.0,3,296.0,1974,2002,2010,169000.0,12.037653993905211
